epoch,loss_total,loss_style_swd,loss_content_ssm,learning_rate,epoch_time
114,3.860355,0.027790,0.134312,4.57e-04,0.00
115,4.124431,0.029000,0.133355,4.56e-04,0.00
116,4.317928,0.030690,0.134421,4.55e-04,0.00
117,4.517238,0.032381,0.132458,4.55e-04,0.00
118,4.284438,0.030702,0.132266,4.54e-04,0.00
119,3.691791,0.026347,0.133091,4.53e-04,0.00
120,3.946114,0.028264,0.130379,4.52e-04,0.00
121,3.924386,0.027911,0.132148,4.52e-04,0.00
122,3.944234,0.028070,0.133046,4.51e-04,0.00
123,3.668161,0.026399,0.133810,4.50e-04,0.00
124,3.311982,0.023604,0.130734,4.49e-04,0.00
125,3.980636,0.028146,0.134150,4.48e-04,0.00
126,3.839928,0.027337,0.132129,4.48e-04,0.00
127,3.584683,0.025252,0.132343,4.47e-04,0.00
128,4.186419,0.030196,0.133954,4.46e-04,0.00
129,3.132599,0.022275,0.133103,4.45e-04,0.00
130,3.464251,0.024649,0.132742,4.44e-04,0.00
131,3.287081,0.023407,0.132476,4.44e-04,0.00
132,3.178502,0.022528,0.134111,4.43e-04,0.00
133,3.085031,0.021676,0.133681,4.42e-04,0.00
134,4.402137,0.031263,0.133301,4.41e-04,0.00
135,3.608034,0.025757,0.131624,4.40e-04,0.00
136,3.730630,0.026413,0.131835,4.39e-04,0.00
137,4.063532,0.029427,0.132057,4.39e-04,0.00
138,3.616045,0.025760,0.132436,4.38e-04,0.00
139,3.761791,0.027107,0.133112,4.37e-04,0.00
140,3.668925,0.026454,0.132978,4.36e-04,0.00
141,3.743232,0.026882,0.132812,4.35e-04,0.00
142,3.603010,0.025510,0.131160,4.34e-04,0.00
143,3.303850,0.023111,0.133443,4.33e-04,0.00
144,3.699705,0.026370,0.133190,4.32e-04,0.00
145,5.577199,0.039400,0.134892,4.31e-04,0.00
146,3.123270,0.022267,0.132306,4.31e-04,0.00
147,4.082026,0.029081,0.132295,4.30e-04,0.00
148,3.800737,0.027051,0.132120,4.29e-04,0.00
149,3.879181,0.027735,0.132485,4.28e-04,0.00
150,3.760328,0.026723,0.132680,4.27e-04,0.00
151,3.316579,0.023524,0.131289,4.26e-04,0.00
152,3.781182,0.027300,0.129961,4.25e-04,0.00
153,3.417421,0.024563,0.130226,4.24e-04,0.00
154,3.713822,0.026268,0.131367,4.23e-04,0.00
155,3.647732,0.026039,0.129711,4.22e-04,0.00
156,3.584682,0.025508,0.132806,4.21e-04,0.00
157,3.890215,0.027421,0.131238,4.20e-04,0.00
158,3.472151,0.024723,0.131469,4.19e-04,0.00
159,3.673569,0.026017,0.131522,4.18e-04,0.00
160,3.669851,0.026202,0.133467,4.17e-04,0.00
161,3.466858,0.024353,0.132418,4.16e-04,0.00
162,3.293318,0.023522,0.130368,4.15e-04,0.00
163,3.176493,0.022617,0.132845,4.15e-04,0.00
164,3.803956,0.027440,0.132614,4.14e-04,0.00
165,3.546414,0.025254,0.132438,4.13e-04,0.00
166,3.438040,0.024607,0.132904,4.12e-04,0.00
167,3.428220,0.024547,0.133162,4.11e-04,0.00
168,3.734265,0.026500,0.131343,4.10e-04,0.00
169,3.837239,0.026841,0.132280,4.09e-04,0.00
170,3.343885,0.023647,0.131846,4.08e-04,0.00
171,3.607142,0.025581,0.132509,4.06e-04,0.00
172,3.563072,0.025570,0.131163,4.05e-04,0.00
173,3.690236,0.026098,0.133268,4.04e-04,0.00
174,3.767998,0.026850,0.132319,4.03e-04,0.00
175,3.573365,0.025377,0.131838,4.02e-04,0.00
176,3.647219,0.026060,0.130719,4.01e-04,0.00
177,3.103685,0.022024,0.132392,4.00e-04,0.00
178,3.813779,0.026905,0.132391,3.99e-04,0.00
179,4.044493,0.028723,0.132485,3.98e-04,0.00
180,3.555178,0.025398,0.133152,3.97e-04,0.00
181,3.620860,0.025621,0.131305,3.96e-04,0.00
182,3.800931,0.027496,0.132809,3.95e-04,0.00
183,3.447164,0.024417,0.131286,3.94e-04,0.00
184,3.527973,0.025213,0.132845,3.93e-04,0.00
185,3.478606,0.024661,0.132595,3.92e-04,0.00
186,3.130537,0.022249,0.132567,3.91e-04,0.00
187,3.462997,0.024624,0.133603,3.90e-04,0.00
188,3.439270,0.024304,0.132076,3.89e-04,0.00
189,4.049185,0.029366,0.130611,3.87e-04,0.00
190,3.361129,0.023827,0.129422,3.86e-04,0.00
191,3.477240,0.024757,0.131514,3.85e-04,0.00
192,3.582806,0.025581,0.132352,3.84e-04,0.00
193,4.028760,0.028655,0.129770,3.83e-04,0.00
194,3.207277,0.022670,0.130630,3.82e-04,0.00
195,3.411295,0.024199,0.129582,3.81e-04,0.00
196,3.028709,0.021489,0.131125,3.80e-04,0.00
197,3.245721,0.023268,0.131365,3.79e-04,0.00
198,3.269880,0.023034,0.129810,3.78e-04,0.00
199,3.456878,0.024505,0.130517,3.76e-04,0.00
200,3.613615,0.025166,0.130996,3.75e-04,0.00
201,3.226089,0.022677,0.131976,3.74e-04,0.00
202,3.910567,0.027877,0.132343,3.73e-04,0.00
203,3.451574,0.024377,0.131740,3.72e-04,0.00
204,3.440533,0.024242,0.132694,3.71e-04,0.00
205,3.202273,0.022680,0.132177,3.70e-04,0.00
206,3.795477,0.026930,0.133650,3.68e-04,0.00
207,3.403762,0.024051,0.134602,3.67e-04,0.00
208,3.682001,0.026386,0.134339,3.66e-04,0.00
209,3.543197,0.025288,0.132680,3.65e-04,0.00
210,3.852706,0.027613,0.132685,3.64e-04,0.00
211,3.353709,0.023890,0.131683,3.63e-04,0.00
212,3.784247,0.026679,0.133348,3.61e-04,0.00
213,3.998408,0.027890,0.133032,3.60e-04,0.00
214,3.968054,0.028458,0.131288,3.59e-04,0.00
215,3.949684,0.028713,0.133103,3.58e-04,0.00
216,3.698193,0.026242,0.129185,3.57e-04,0.00
217,3.590371,0.025422,0.132269,3.56e-04,0.00
218,3.480591,0.024314,0.130711,3.54e-04,0.00
219,3.314046,0.023311,0.132000,3.53e-04,0.00
220,3.688129,0.026086,0.131767,3.52e-04,0.00
221,3.361229,0.024159,0.131333,3.51e-04,0.00
222,3.542343,0.025378,0.132108,3.50e-04,0.00
223,3.977896,0.027904,0.130995,3.48e-04,0.00
224,3.606802,0.025640,0.130800,3.47e-04,0.00
225,3.606177,0.025745,0.130157,3.46e-04,0.00
226,3.363322,0.024126,0.131671,3.45e-04,0.00
227,3.485012,0.024973,0.132946,3.44e-04,0.00
228,3.335807,0.023582,0.130892,3.42e-04,0.00
229,3.526046,0.024777,0.132152,3.41e-04,0.00
230,3.591672,0.025368,0.131404,3.40e-04,0.00
231,3.425368,0.024223,0.133585,3.39e-04,0.00
232,3.389840,0.023971,0.132277,3.37e-04,0.00
233,3.480688,0.024574,0.131607,3.36e-04,0.00
234,3.846054,0.027483,0.130618,3.35e-04,0.00
235,3.595413,0.025874,0.131464,3.34e-04,0.00
236,3.443226,0.024396,0.132105,3.33e-04,0.00
237,3.189145,0.022778,0.132890,3.31e-04,0.00
238,3.530581,0.025092,0.132705,3.30e-04,0.00
