epoch,loss_total,loss_style_swd,loss_style_swd_weighted,loss_mse,loss_mse_weighted,loss_layout,loss_mse_raw,learning_rate,epoch_time
76,10.158842,3.883113,7.766226,1.908227,1.908227,0.153674,0.573081,1.94e-04,0.00
77,10.160489,3.883957,7.767913,1.908066,1.908066,0.154460,0.572930,1.94e-04,0.00
78,10.164802,3.883620,7.767239,1.912991,1.912991,0.155415,0.575176,1.94e-04,0.00
79,10.148161,3.882959,7.765918,1.898256,1.898256,0.152464,0.569111,1.94e-04,0.00
80,10.139678,3.882237,7.764473,1.891295,1.891295,0.150956,0.564586,1.94e-04,0.00
81,10.142552,3.883201,7.766403,1.888065,1.888065,0.154238,0.562685,1.93e-04,0.00
82,10.138169,3.882786,7.765571,1.884344,1.884344,0.153744,0.560975,1.93e-04,0.00
83,10.137142,3.883277,7.766554,1.883514,1.883514,0.152761,0.561074,1.93e-04,0.00
84,10.126593,3.882354,7.764708,1.876154,1.876154,0.150573,0.557916,1.93e-04,0.00
85,10.123616,3.882650,7.765300,1.871507,1.871507,0.150849,0.555367,1.93e-04,0.00
86,10.119733,3.882475,7.764951,1.870101,1.870101,0.148373,0.555025,1.92e-04,0.00
87,10.116703,3.882662,7.765323,1.863949,1.863949,0.150015,0.550842,1.92e-04,0.00
88,10.106996,3.881884,7.763768,1.854783,1.854783,0.149271,0.546488,1.92e-04,0.00
89,10.110234,3.881898,7.763796,1.858595,1.858595,0.150015,0.548893,1.92e-04,0.00
90,10.103513,3.881601,7.763202,1.849485,1.849485,0.150881,0.544309,1.91e-04,0.00
91,10.123072,3.881745,7.787015,1.846655,1.846655,0.149734,0.545329,1.91e-04,0.00
92,10.137627,3.881859,7.810771,1.836069,1.836069,0.149502,0.540089,1.91e-04,0.00
93,10.146980,3.881818,7.834214,1.824389,1.824389,0.147099,0.537663,1.91e-04,0.00
94,10.160648,3.880826,7.855733,1.817657,1.817657,0.145182,0.536022,1.91e-04,0.00
95,10.186986,3.881735,7.881098,1.814654,1.814654,0.148850,0.534947,1.90e-04,0.00
96,10.205926,3.881288,7.903714,1.813513,1.813513,0.146218,0.535592,1.90e-04,0.00
97,10.235642,3.881307,7.927274,1.822400,1.822400,0.145819,0.541428,1.90e-04,0.00
98,10.244214,3.881450,7.951091,1.805580,1.805580,0.145177,0.534396,1.90e-04,0.00
99,10.261285,3.879331,7.970261,1.799785,1.799785,0.147996,0.533296,1.89e-04,0.00
100,10.265366,3.881472,7.998184,1.783450,1.783450,0.139848,0.526955,1.89e-04,0.00
101,10.294712,3.880729,8.020172,1.788702,1.788702,0.142904,0.530697,1.89e-04,0.00
102,10.312790,3.879928,8.042032,1.784777,1.784777,0.142861,0.531035,1.89e-04,0.00
103,10.326725,3.879919,8.065527,1.772947,1.772947,0.143476,0.525815,1.88e-04,0.00
104,10.344619,3.878460,8.086002,1.769945,1.769945,0.143097,0.525318,1.88e-04,0.00
105,10.369711,3.880370,8.113501,1.765798,1.765798,0.145125,0.525055,1.88e-04,0.00
106,10.380340,3.879014,8.134174,1.756814,1.756814,0.142714,0.522406,1.88e-04,0.00
107,10.400109,3.880094,8.159955,1.753268,1.753268,0.141246,0.522277,1.87e-04,0.00
108,10.416172,3.879417,8.182042,1.744198,1.744198,0.142775,0.518689,1.87e-04,0.00
109,10.425730,3.878056,8.202676,1.734633,1.734633,0.140054,0.515804,1.87e-04,0.00
110,10.446486,3.878918,8.228008,1.732625,1.732625,0.138077,0.516045,1.87e-04,0.00
111,10.466260,3.878322,8.250249,1.730036,1.730036,0.137786,0.515626,1.86e-04,0.00
