epoch,loss_total,loss_style_swd,loss_style_swd_weighted,loss_mse,loss_mse_weighted,loss_layout,loss_mse_raw,learning_rate,epoch_time
247,12.466962,8.437107,10.688749,1.374432,1.374432,0.023476,0.426001,1.88e-05,0.00
248,12.475759,8.437589,10.697912,1.373737,1.373737,0.023070,0.422753,1.88e-05,0.00
249,12.476101,8.438060,10.694932,1.377401,1.377401,0.023420,0.425377,1.88e-05,0.00
250,12.473188,8.436680,10.690331,1.378817,1.378817,0.023707,0.427019,1.88e-05,0.00
251,12.473912,8.437047,10.697790,1.371138,1.371138,0.023511,0.422856,1.88e-05,0.00
252,12.474439,8.437055,10.692567,1.377725,1.377725,0.023428,0.425689,1.88e-05,0.00
253,12.472587,8.437480,10.693379,1.374238,1.374238,0.023034,0.421573,1.88e-05,0.00
254,12.470492,8.437974,10.688925,1.376638,1.376638,0.023286,0.422377,1.88e-05,0.00
255,12.469417,8.437835,10.690079,1.374655,1.374655,0.023151,0.422209,1.88e-05,0.00
256,12.478163,8.438006,10.697013,1.375582,1.375582,0.023355,0.421283,1.88e-05,0.00
257,12.476924,8.438181,10.694662,1.377065,1.377065,0.023354,0.422233,1.88e-05,0.00
258,12.472037,8.436640,10.691579,1.374667,1.374667,0.023350,0.420727,1.88e-05,0.00
259,12.474919,8.436204,10.693754,1.375353,1.375353,0.023154,0.420056,1.88e-05,0.00
260,12.473103,8.436865,10.692854,1.375793,1.375793,0.023029,0.422162,1.88e-05,0.00
261,12.475516,8.437007,10.693122,1.377153,1.377153,0.023501,0.423101,1.88e-05,0.00
262,12.472424,8.436926,10.689791,1.377539,1.377539,0.023223,0.422254,1.88e-05,0.00
263,12.475079,8.435545,10.692420,1.377752,1.377752,0.023589,0.424675,1.88e-05,0.00
264,12.474581,8.436780,10.696790,1.372728,1.372728,0.023618,0.424051,1.88e-05,0.00
265,12.474164,8.436725,10.695801,1.372333,1.372333,0.023021,0.418577,1.88e-05,0.00
266,12.470155,8.437063,10.689860,1.373919,1.373919,0.023158,0.418061,1.88e-05,0.00
267,12.477135,8.437031,10.692287,1.379113,1.379113,0.023505,0.421656,1.88e-05,0.00
268,12.472881,8.436324,10.690967,1.376693,1.376693,0.023079,0.421120,1.88e-05,0.00
269,12.477938,8.436173,10.696608,1.375992,1.375992,0.023202,0.421529,1.88e-05,0.00
270,12.473530,8.436033,10.692645,1.374865,1.374865,0.023453,0.420878,1.88e-05,0.00
271,12.474994,8.436892,10.692514,1.375026,1.375026,0.023387,0.416818,1.88e-05,0.00
272,12.474430,8.436219,10.692160,1.376216,1.376216,0.023177,0.419984,1.88e-05,0.00
273,12.476193,8.435957,10.693098,1.375533,1.375533,0.023547,0.417805,1.88e-05,0.00
274,12.475749,8.436908,10.693387,1.375932,1.375932,0.023238,0.418434,1.88e-05,0.00
275,12.481902,8.436136,10.698394,1.377555,1.377555,0.023333,0.421249,1.88e-05,0.00
276,12.470493,8.436446,10.688787,1.374736,1.374736,0.023456,0.418120,1.88e-05,0.00
277,12.477346,8.436238,10.695570,1.375401,1.375401,0.023268,0.419062,1.88e-05,0.00
278,12.475096,8.436310,10.692337,1.376802,1.376802,0.023158,0.419734,1.88e-05,0.00
279,12.474552,8.436917,10.692436,1.375844,1.375844,0.023456,0.420658,1.88e-05,0.00
280,12.469413,8.435921,10.688853,1.374198,1.374198,0.023337,0.419537,1.88e-05,0.00
281,12.482887,8.436436,10.699314,1.376741,1.376741,0.023354,0.418846,1.88e-05,0.00
282,12.473630,8.435939,10.688608,1.379208,1.379208,0.023264,0.420412,1.88e-05,0.00
283,12.472845,8.435845,10.695639,1.369630,1.369630,0.023039,0.415716,1.88e-05,0.00
284,12.479667,8.437159,10.694037,1.379348,1.379348,0.023193,0.419247,1.88e-05,0.00
285,12.473251,8.436997,10.691291,1.375902,1.375902,0.023078,0.419154,1.88e-05,0.00
286,12.475158,8.437401,10.693279,1.375985,1.375985,0.023237,0.419732,1.88e-05,0.00
287,12.473880,8.436875,10.694387,1.372984,1.372984,0.022658,0.415413,1.88e-05,0.00
288,12.479761,8.435857,10.694635,1.377117,1.377117,0.023372,0.415501,1.88e-05,0.00
289,12.477375,8.436345,10.691956,1.378555,1.378555,0.023518,0.419129,1.88e-05,0.00
290,12.466175,8.436169,10.685817,1.372390,1.372390,0.023260,0.415485,1.88e-05,0.00
291,12.484997,8.435459,10.701130,1.375857,1.375857,0.023215,0.415840,1.88e-05,0.00
292,12.475543,8.436267,10.691382,1.377412,1.377412,0.023090,0.417595,1.88e-05,0.00
293,12.476377,8.436855,10.692622,1.377021,1.377021,0.023498,0.419715,1.88e-05,0.00
294,12.475108,8.434830,10.693420,1.373330,1.373330,0.023384,0.415272,1.88e-05,0.00
295,12.478327,8.436064,10.696670,1.373811,1.373811,0.022844,0.414078,1.88e-05,0.00
296,12.476129,8.436451,10.688003,1.380735,1.380735,0.023381,0.417546,1.88e-05,0.00
297,12.476526,8.436784,10.694019,1.374419,1.374419,0.023215,0.415077,1.88e-05,0.00
298,12.473638,8.435821,10.691642,1.373937,1.373937,0.023354,0.415063,1.88e-05,0.00
299,12.480832,8.436735,10.695386,1.377526,1.377526,0.023212,0.415435,1.88e-05,0.00
300,12.474685,8.436668,10.692787,1.374220,1.374220,0.023153,0.415371,1.88e-05,0.00
301,12.477085,8.435768,10.692191,1.375672,1.375672,0.023559,0.413620,1.88e-05,0.00
302,12.478284,8.434891,10.694098,1.375212,1.375212,0.023034,0.412577,1.88e-05,0.00
303,12.473762,8.436126,10.687787,1.377687,1.377687,0.023289,0.415540,1.88e-05,0.00
304,12.482174,8.435591,10.699081,1.375108,1.375108,0.023053,0.414526,1.88e-05,0.00
305,12.479643,8.436183,10.695970,1.374880,1.374880,0.022971,0.412368,1.88e-05,0.00
306,12.472559,8.436146,10.688484,1.374780,1.374780,0.022933,0.410907,1.88e-05,0.00
307,12.479114,8.435248,10.694401,1.375367,1.375367,0.023182,0.412466,1.88e-05,0.00
308,12.479953,8.435630,10.693602,1.378756,1.378756,0.023243,0.416318,1.88e-05,0.00
309,12.479548,8.436727,10.695946,1.374248,1.374248,0.022917,0.410778,1.88e-05,0.00
310,12.471230,8.434967,10.686219,1.376760,1.376760,0.022894,0.413416,1.88e-05,0.00
311,12.484021,8.436255,10.697851,1.377995,1.377995,0.023482,0.416170,1.88e-05,0.00
312,12.474184,8.436081,10.691935,1.373467,1.373467,0.023208,0.413465,1.88e-05,0.00
313,12.475183,8.436203,10.691601,1.374547,1.374547,0.023306,0.413320,1.88e-05,0.00
314,12.482587,8.436702,10.696642,1.377100,1.377100,0.023109,0.412398,1.88e-05,0.00
315,12.477220,8.436686,10.690550,1.377453,1.377453,0.023213,0.412660,1.88e-05,0.00
316,12.478693,8.434950,10.696627,1.372364,1.372364,0.023141,0.410987,1.88e-05,0.00
317,12.477004,8.435714,10.691212,1.376536,1.376536,0.023131,0.412201,1.88e-05,0.00
318,12.470661,8.435569,10.686741,1.373970,1.373970,0.023103,0.409968,1.88e-05,0.00
319,12.490416,8.436023,10.702100,1.379238,1.379238,0.023151,0.413031,1.88e-05,0.00
320,12.471907,8.434905,10.689255,1.373195,1.373195,0.023015,0.410872,1.88e-05,0.00
321,12.477619,8.436651,10.693222,1.374371,1.374371,0.022710,0.408018,1.88e-05,0.00
322,12.480898,8.434607,10.691235,1.380390,1.380390,0.023083,0.412796,1.88e-05,0.00
323,12.473789,8.436138,10.693119,1.370551,1.370551,0.022687,0.407593,1.88e-05,0.00
324,12.479219,8.435616,10.689169,1.379835,1.379835,0.023194,0.410619,1.88e-05,0.00
325,12.480541,8.436289,10.696509,1.374742,1.374742,0.022953,0.410981,1.88e-05,0.00
326,12.477224,8.435526,10.691984,1.374110,1.374110,0.023158,0.407658,1.88e-05,0.00
327,12.482702,8.436059,10.696730,1.375991,1.375991,0.023172,0.410403,1.88e-05,0.00
328,12.473353,8.436091,10.688547,1.376029,1.376029,0.022895,0.412224,1.88e-05,0.00
329,12.482813,8.435534,10.695446,1.378417,1.378417,0.022861,0.412207,1.88e-05,0.00
330,12.482253,8.435937,10.696363,1.376929,1.376929,0.022902,0.412013,1.88e-05,0.00
331,12.473881,8.435919,10.692368,1.371231,1.371231,0.022859,0.407974,1.88e-05,0.00
332,12.480277,8.436049,10.691882,1.379124,1.379124,0.022772,0.410798,1.88e-05,0.00
333,12.476885,8.435443,10.691614,1.375295,1.375295,0.023379,0.411178,1.88e-05,0.00
334,12.480004,8.435316,10.696421,1.373681,1.373681,0.022974,0.410015,1.88e-05,0.00
335,12.480077,8.435720,10.692311,1.377419,1.377419,0.023070,0.409778,1.88e-05,0.00
336,12.479330,8.435584,10.694002,1.375396,1.375396,0.023008,0.410011,1.88e-05,0.00
337,12.475656,8.434840,10.689207,1.376488,1.376488,0.022854,0.408524,1.88e-05,0.00
338,12.479475,8.435133,10.693421,1.376017,1.376017,0.022876,0.409042,1.88e-05,0.00
339,12.479196,8.434566,10.693479,1.374401,1.374401,0.022986,0.406103,1.88e-05,0.00
340,12.478368,8.436564,10.690930,1.378214,1.378214,0.022681,0.409998,1.88e-05,0.00
341,12.483155,8.435066,10.698772,1.374206,1.374206,0.022787,0.408402,1.88e-05,0.00
342,12.477155,8.435624,10.690151,1.376383,1.376383,0.022959,0.407979,1.88e-05,0.00
343,12.483790,8.434477,10.697433,1.376113,1.376113,0.022716,0.407661,1.88e-05,0.00
344,12.473497,8.436541,10.686034,1.376785,1.376785,0.022973,0.408340,1.88e-05,0.00
345,12.483193,8.434689,10.697978,1.373711,1.373711,0.023066,0.406468,1.88e-05,0.00
346,12.476253,8.435994,10.689943,1.376189,1.376189,0.022921,0.409082,1.88e-05,0.00
347,12.474234,8.435563,10.689861,1.372779,1.372779,0.022596,0.404160,1.88e-05,0.00
348,12.487587,8.435981,10.697462,1.378740,1.378740,0.023036,0.406693,1.88e-05,0.00
349,12.477325,8.435446,10.690910,1.375880,1.375880,0.022929,0.408489,1.88e-05,0.00
350,12.479495,8.436755,10.692934,1.374705,1.374705,0.022774,0.404100,1.88e-05,0.00
351,12.484527,8.434722,10.696682,1.377054,1.377054,0.022587,0.406453,1.88e-05,0.00
352,12.482899,8.436448,10.695125,1.376921,1.376921,0.023292,0.409449,1.88e-05,0.00
353,12.480110,8.435694,10.693973,1.374909,1.374909,0.022982,0.406990,1.88e-05,0.00
354,12.481078,8.434391,10.693091,1.376027,1.376027,0.023307,0.406544,1.88e-05,0.00
355,12.477794,8.436593,10.692368,1.373473,1.373473,0.022740,0.403481,1.88e-05,0.00
356,12.477074,8.435006,10.689536,1.375695,1.375695,0.022778,0.404962,1.88e-05,0.00
357,12.477721,8.435573,10.691725,1.373720,1.373720,0.022637,0.402088,1.88e-05,0.00
358,12.488617,8.436008,10.697337,1.381039,1.381039,0.022652,0.408429,1.88e-05,0.00
359,12.477639,8.435382,10.691119,1.375141,1.375141,0.022839,0.405951,1.88e-05,0.00
360,12.479265,8.434186,10.694582,1.374049,1.374049,0.022583,0.406177,1.88e-05,0.00
361,12.476729,8.435960,10.690607,1.374258,1.374258,0.022562,0.403418,1.88e-05,0.00
362,12.482166,8.435849,10.691322,1.378964,1.378964,0.022626,0.403840,1.88e-05,0.00
363,12.481900,8.434841,10.693987,1.376202,1.376202,0.023005,0.406021,1.88e-05,0.00
364,12.479780,8.435308,10.692386,1.376278,1.376278,0.022715,0.406011,1.88e-05,0.00
365,12.480863,8.434926,10.693900,1.374779,1.374779,0.022984,0.405274,1.88e-05,0.00
366,12.482262,8.435659,10.694895,1.374564,1.374564,0.022913,0.402801,1.88e-05,0.00
367,12.480559,8.435658,10.693650,1.374133,1.374133,0.022366,0.400453,1.88e-05,0.00
368,12.480615,8.435405,10.691795,1.377353,1.377353,0.022579,0.404582,1.88e-05,0.00
369,12.487898,8.434683,10.696373,1.378507,1.378507,0.022960,0.403587,1.88e-05,0.00
370,12.477750,8.434605,10.691080,1.375081,1.375081,0.022906,0.406342,1.88e-05,0.00
371,12.481978,8.434910,10.694850,1.376029,1.376029,0.022764,0.406069,1.88e-05,0.00
372,12.474014,8.433861,10.688564,1.372978,1.372978,0.022974,0.403310,1.88e-05,0.00
373,12.485833,8.434886,10.694011,1.378958,1.378958,0.023090,0.404468,1.88e-05,0.00
374,12.479506,8.435204,10.693454,1.374578,1.374578,0.022414,0.404163,1.88e-05,0.00
375,12.477450,8.436052,10.692734,1.372186,1.372186,0.022451,0.401162,1.88e-05,0.00
376,12.484376,8.435998,10.695084,1.376183,1.376183,0.022650,0.401196,1.88e-05,0.00
377,12.478490,8.435809,10.688290,1.378070,1.378070,0.022387,0.402551,1.88e-05,0.00
378,12.488256,8.434917,10.698003,1.378308,1.378308,0.022871,0.405055,1.88e-05,0.00
379,12.479182,8.434533,10.692456,1.374981,1.374981,0.022963,0.405719,1.88e-05,0.00
380,12.479371,8.434011,10.692346,1.374116,1.374116,0.022424,0.401081,1.88e-05,0.00
381,12.485313,8.434911,10.695092,1.378428,1.378428,0.022729,0.404490,1.88e-05,0.00
382,12.478605,8.435367,10.691290,1.375128,1.375128,0.022584,0.403375,1.88e-05,0.00
383,12.480824,8.435000,10.695222,1.373908,1.373908,0.022406,0.402637,1.88e-05,0.00
384,12.475524,8.434656,10.687126,1.375472,1.375472,0.022712,0.401821,1.88e-05,0.00
385,12.485831,8.435503,10.695548,1.377514,1.377514,0.022877,0.402876,1.88e-05,0.00
386,12.480859,8.435509,10.693582,1.374990,1.374990,0.022929,0.404239,1.88e-05,0.00
387,12.482450,8.435097,10.695018,1.373861,1.373861,0.022767,0.400695,1.88e-05,0.00
388,12.486259,8.435535,10.696128,1.376450,1.376450,0.022674,0.400134,1.88e-05,0.00
389,12.480200,8.434600,10.688575,1.378642,1.378642,0.022931,0.403146,1.88e-05,0.00
390,12.482782,8.435844,10.695834,1.374082,1.374082,0.022570,0.401324,1.88e-05,0.00
391,12.480537,8.434879,10.692495,1.375039,1.375039,0.022609,0.400452,1.88e-05,0.00
392,12.479789,8.435532,10.691954,1.373890,1.373890,0.022752,0.399281,1.88e-05,0.00
393,12.482140,8.434866,10.691261,1.377624,1.377624,0.022564,0.400350,1.88e-05,0.00
