epoch,loss_total,loss_style_swd,loss_style_swd_weighted,loss_mse,loss_mse_weighted,loss_layout,loss_mse_raw,learning_rate,epoch_time
394,12.484581,8.435443,10.694341,1.376652,1.376652,0.022958,0.400862,1.88e-05,0.00
395,12.483935,8.436277,10.695343,1.375047,1.375047,0.022503,0.399209,1.88e-05,0.00
396,12.482877,8.434700,10.692991,1.375699,1.375699,0.023086,0.400357,1.88e-05,0.00
397,12.481069,8.435197,10.691429,1.376429,1.376429,0.022623,0.400562,1.88e-05,0.00
398,12.482335,8.435407,10.692644,1.375758,1.375758,0.022553,0.398525,1.88e-05,0.00
399,12.482832,8.434906,10.691657,1.378146,1.378146,0.022683,0.401268,1.88e-05,0.00
400,12.483644,8.433275,10.693041,1.378374,1.378374,0.023234,0.405972,1.88e-05,0.00
401,12.482945,8.435667,10.697073,1.372293,1.372293,0.022519,0.399296,1.88e-05,0.00
402,12.480843,8.434250,10.692061,1.374320,1.374320,0.022808,0.398122,1.88e-05,0.00
403,12.481752,8.433645,10.691681,1.376039,1.376039,0.023023,0.400902,1.88e-05,0.00
404,12.480997,8.434572,10.693026,1.373740,1.373740,0.022450,0.397091,1.88e-05,0.00
405,12.485290,8.435475,10.694076,1.377534,1.377534,0.022704,0.400013,1.88e-05,0.00
406,12.481558,8.435608,10.692963,1.374049,1.374049,0.022825,0.398629,1.88e-05,0.00
407,12.483227,8.434266,10.691584,1.377762,1.377762,0.022451,0.398730,1.88e-05,0.00
408,12.484702,8.434370,10.693581,1.377320,1.377320,0.022713,0.399598,1.88e-05,0.00
409,12.480647,8.434759,10.696182,1.370361,1.370361,0.022270,0.396650,1.88e-05,0.00
410,12.487457,8.434978,10.692373,1.381030,1.381030,0.022837,0.400157,1.88e-05,0.00
411,12.475737,8.434897,10.689110,1.371987,1.371987,0.022538,0.396380,1.88e-05,0.00
412,12.488831,8.434407,10.697900,1.376780,1.376780,0.022823,0.399570,1.88e-05,0.00
413,12.482702,8.434508,10.691268,1.377136,1.377136,0.022824,0.398887,1.88e-05,0.00
414,12.482410,8.432911,10.692406,1.375346,1.375346,0.022816,0.397540,1.88e-05,0.00
415,12.484139,8.434914,10.694495,1.375556,1.375556,0.022389,0.397694,1.88e-05,0.00
416,12.487632,8.434217,10.694668,1.378384,1.378384,0.022965,0.398807,1.88e-05,0.00
417,12.479092,8.434786,10.690283,1.374592,1.374592,0.022676,0.398347,1.88e-05,0.00
418,12.483868,8.434138,10.693713,1.375135,1.375135,0.022761,0.397421,1.88e-05,0.00
419,12.484297,8.433827,10.691398,1.377707,1.377707,0.023076,0.398698,1.88e-05,0.00
420,12.482663,8.434083,10.693135,1.374606,1.374606,0.022670,0.397224,1.88e-05,0.00
421,12.484221,8.433518,10.692281,1.377801,1.377801,0.022827,0.399992,1.88e-05,0.00
422,12.484983,8.434206,10.694983,1.374807,1.374807,0.022734,0.396730,1.88e-05,0.00
423,12.484700,8.435078,10.694874,1.375726,1.375726,0.022376,0.397411,1.88e-05,0.00
424,12.480850,8.434316,10.692389,1.373953,1.373953,0.022821,0.398541,1.88e-05,0.00
425,12.481419,8.434827,10.691032,1.376059,1.376059,0.022701,0.398368,1.88e-05,0.00
426,12.486327,8.434220,10.694641,1.376543,1.376543,0.022801,0.397602,1.88e-05,0.00
427,12.484900,8.434494,10.692916,1.377227,1.377227,0.022522,0.396494,1.88e-05,0.00
428,12.478686,8.434596,10.688697,1.375456,1.375456,0.022690,0.397646,1.88e-05,0.00
429,12.486001,8.433380,10.698083,1.373071,1.373071,0.022238,0.395113,1.88e-05,0.00
430,12.484906,8.434097,10.692511,1.377137,1.377137,0.022607,0.395664,1.88e-05,0.00
431,12.484693,8.433983,10.691579,1.378056,1.378056,0.022740,0.397486,1.88e-05,0.00
432,12.483444,8.434245,10.693047,1.375820,1.375820,0.022467,0.397041,1.88e-05,0.00
433,12.481598,8.434602,10.692827,1.373653,1.373653,0.022405,0.395379,1.88e-05,0.00
434,12.481580,8.433864,10.691756,1.374526,1.374526,0.022419,0.394225,1.88e-05,0.00
435,12.484842,8.435084,10.694118,1.375952,1.375952,0.022287,0.395755,1.88e-05,0.00
436,12.488911,8.434834,10.696714,1.377630,1.377630,0.022443,0.396915,1.88e-05,0.00
437,12.479352,8.434454,10.686909,1.377756,1.377756,0.022631,0.397104,1.88e-05,0.00
438,12.486429,8.435231,10.698978,1.372209,1.372209,0.022244,0.394164,1.88e-05,0.00
439,12.486839,8.435308,10.694025,1.377742,1.377742,0.022343,0.394974,1.88e-05,0.00
440,12.477389,8.434408,10.685599,1.375862,1.375862,0.022802,0.395104,1.88e-05,0.00
441,12.485990,8.435498,10.695918,1.374782,1.374782,0.022313,0.394255,1.88e-05,0.00
442,12.487957,8.432828,10.695404,1.376320,1.376320,0.022634,0.394670,1.88e-05,0.00
443,12.479979,8.433749,10.690274,1.373889,1.373889,0.022340,0.393034,1.88e-05,0.00
444,12.489444,8.433420,10.696315,1.377548,1.377548,0.022542,0.394922,1.88e-05,0.00
445,12.480039,8.433901,10.689772,1.374300,1.374300,0.022449,0.393304,1.88e-05,0.00
446,12.486853,8.433672,10.691750,1.380977,1.380977,0.022934,0.400337,1.88e-05,0.00
447,12.483860,8.434656,10.698180,1.369708,1.369708,0.022264,0.392027,1.88e-05,0.00
448,12.488628,8.434192,10.693650,1.379125,1.379125,0.022405,0.393268,1.88e-05,0.00
449,12.478928,8.434297,10.691986,1.370372,1.370372,0.022250,0.390923,1.88e-05,0.00
450,12.490612,8.433925,10.693718,1.381383,1.381383,0.022762,0.396497,1.88e-05,0.00
451,12.482553,8.435231,10.691396,1.376460,1.376460,0.022225,0.395816,1.88e-05,0.00
452,12.484106,8.433761,10.693191,1.376527,1.376527,0.022225,0.396721,1.88e-05,0.00
453,12.482166,8.433918,10.691901,1.374133,1.374133,0.022972,0.395401,1.88e-05,0.00
454,12.483701,8.433433,10.691286,1.376348,1.376348,0.022855,0.395100,1.88e-05,0.00
455,12.487341,8.434150,10.693908,1.376524,1.376524,0.022711,0.393002,1.88e-05,0.00
