epoch,loss_total,loss_style_swd,loss_style_swd_weighted,loss_mse,loss_mse_weighted,loss_layout,loss_mse_raw,learning_rate,epoch_time
1,10.316371,3.873010,7.746020,1.997985,1.997985,0.558414,1.497072,3.50e-05,0.00
2,10.210827,3.870043,7.740086,2.077119,2.077119,0.369523,1.407737,5.00e-05,0.00
3,10.270749,3.870787,7.741574,2.175528,2.175528,0.319712,1.354101,6.50e-05,0.00
4,10.359497,3.872836,7.745672,2.257496,2.257496,0.302337,1.290608,8.00e-05,0.00
