epoch,loss_total,loss_style_swd,loss_content_ssm,learning_rate,epoch_time
1,0.276477,0.010376,0.266101,9.05e-05,0.00
2,0.245644,0.007043,0.238601,6.58e-05,0.00
3,0.225646,0.006037,0.219609,3.52e-05,0.00
