epoch,loss_total,loss_style_swd,loss_mse,learning_rate,epoch_time
92,17.585068,0.032109,10.363681,9.44e-05,0.00
93,18.317737,0.035038,10.479297,9.42e-05,0.00
94,18.003323,0.034709,10.246946,9.41e-05,0.00
95,17.275278,0.030594,10.365076,9.40e-05,0.00
96,17.316151,0.031382,10.280060,9.39e-05,0.00
97,17.756621,0.033054,10.311690,9.38e-05,0.00
98,18.131067,0.034666,10.349123,9.36e-05,0.00
99,17.511742,0.032239,10.284169,9.35e-05,0.00
100,17.737862,0.032866,10.366205,9.34e-05,0.00
101,17.661993,0.032679,10.339271,9.32e-05,0.00
102,17.791318,0.033569,10.285246,9.31e-05,0.00
