epoch,loss_total,loss_style_swd,loss_mse,learning_rate,epoch_time
101,27.639194,0.086406,22.199371,9.32e-05,0.00
102,27.222696,0.076437,22.437704,9.31e-05,0.00
103,26.819749,0.074258,22.173874,9.30e-05,0.00
104,26.716748,0.072908,22.117897,9.28e-05,0.00
105,26.724204,0.073210,22.098880,9.27e-05,0.00
106,26.434490,0.069516,22.054553,9.26e-05,0.00
107,26.371125,0.068724,22.027344,9.24e-05,0.00
108,26.398197,0.070965,21.911473,9.23e-05,0.00
109,26.398403,0.070261,21.957635,9.22e-05,0.00
110,26.318344,0.070229,21.928919,9.20e-05,0.00
