epoch,loss_total,loss_style_swd,loss_mse,learning_rate,epoch_time
263,1.264875,0.048039,0.712918,2.99e-04,0.00
264,1.246532,0.045733,0.717411,2.97e-04,0.00
265,1.221640,0.042990,0.720936,2.96e-04,0.00
266,1.269819,0.048174,0.715019,2.95e-04,0.00
267,1.225206,0.043191,0.721731,2.93e-04,0.00
268,1.271048,0.048180,0.718590,2.92e-04,0.00
269,1.195655,0.040873,0.713521,2.91e-04,0.00
270,1.181180,0.039449,0.714107,2.90e-04,0.00
271,1.226741,0.043986,0.714537,2.88e-04,0.00
272,1.212276,0.042448,0.716505,2.87e-04,0.00
273,1.297463,0.050792,0.716700,2.86e-04,0.00
274,1.203019,0.042073,0.710137,2.84e-04,0.00
275,1.195301,0.041198,0.711463,2.83e-04,0.00
276,1.235372,0.044329,0.720694,2.82e-04,0.00
277,1.192234,0.040365,0.715989,2.80e-04,0.00
278,1.248578,0.046084,0.715463,2.79e-04,0.00
279,1.210577,0.042494,0.712546,2.78e-04,0.00
280,1.243433,0.045286,0.719046,2.77e-04,0.00
281,1.223348,0.043622,0.714371,2.75e-04,0.00
282,1.220834,0.044604,0.702709,2.74e-04,0.00
283,1.210750,0.042937,0.708398,2.73e-04,0.00
284,1.203015,0.041753,0.712707,2.71e-04,0.00
285,1.159495,0.038664,0.699878,2.70e-04,0.00
286,1.240436,0.045899,0.709997,2.69e-04,0.00
287,1.172502,0.039068,0.709030,2.67e-04,0.00
288,1.242898,0.045486,0.714901,2.66e-04,0.00
289,1.228930,0.044667,0.710131,2.65e-04,0.00
290,1.225286,0.043731,0.715752,2.64e-04,0.00
291,1.253437,0.046866,0.713036,2.62e-04,0.00
292,1.237381,0.045403,0.710981,2.61e-04,0.00
293,1.251185,0.046343,0.714784,2.60e-04,0.00
294,1.232513,0.044958,0.710589,2.58e-04,0.00
295,1.210224,0.042714,0.710065,2.57e-04,0.00
296,1.233790,0.044855,0.712971,2.56e-04,0.00
297,1.245439,0.046390,0.709036,2.54e-04,0.00
298,1.211277,0.043207,0.706742,2.53e-04,0.00
299,1.199826,0.042072,0.706893,2.52e-04,0.00
300,1.177231,0.039947,0.704386,2.51e-04,0.00
301,1.139003,0.036155,0.705431,2.49e-04,0.00
302,1.203967,0.042876,0.702136,2.48e-04,0.00
303,1.223496,0.044364,0.706599,2.47e-04,0.00
304,1.158976,0.037997,0.706617,2.45e-04,0.00
305,1.204013,0.042640,0.704913,2.44e-04,0.00
306,1.266944,0.048177,0.712621,2.43e-04,0.00
307,1.226946,0.044677,0.708282,2.41e-04,0.00
308,1.227415,0.044565,0.708399,2.40e-04,0.00
309,1.178976,0.039773,0.708691,2.39e-04,0.00
310,1.243269,0.045984,0.710304,2.37e-04,0.00
311,1.185142,0.040921,0.703697,2.36e-04,0.00
312,1.173714,0.039838,0.701568,2.35e-04,0.00
313,1.192048,0.041299,0.706267,2.34e-04,0.00
314,1.205091,0.042268,0.711280,2.32e-04,0.00
315,1.167797,0.039700,0.696860,2.31e-04,0.00
316,1.214025,0.044032,0.701307,2.30e-04,0.00
