src_style,tgt_style,src_image,tgt_ref_image,gen_image,content_lpips,style_lpips,content_vgg,style_vgg,clip_content,clip_style,clip_text
style0,style1,/mnt/f/monet2photo/test/style0/00010.jpg,/mnt/f/monet2photo/test/style1/2014-08-02 00_36_32.jpg,equal_scale_100/style0_00010_to_style1.jpg,0.4590376019477844,0.7515920400619507,5.131992816925049,7.201984882354736,0.6965391635894775,0.7197530269622803,0.2602642774581909
style0,style1,/mnt/f/monet2photo/test/style0/00010.jpg,/mnt/f/monet2photo/test/style1/2014-08-03 09_47_19.jpg,equal_scale_100/style0_00010_to_style1.jpg,0.4590376019477844,0.712153971195221,5.131992816925049,11.318819761276245,0.6965391635894775,0.5617091655731201,0.2602642774581909
style0,style1,/mnt/f/monet2photo/test/style0/00010.jpg,/mnt/f/monet2photo/test/style1/2014-08-04 11_06_56.jpg,equal_scale_100/style0_00010_to_style1.jpg,0.4590376019477844,0.751234769821167,5.131992816925049,10.368525981903076,0.6965391635894775,0.7139090895652771,0.2602642774581909
style0,style1,/mnt/f/monet2photo/test/style0/00010.jpg,/mnt/f/monet2photo/test/style1/2014-08-05 21_54_30.jpg,equal_scale_100/style0_00010_to_style1.jpg,0.4590376019477844,0.7324573397636414,5.131992816925049,8.686767101287842,0.6965391635894775,0.7072536945343018,0.2602642774581909
style0,style1,/mnt/f/monet2photo/test/style0/00010.jpg,/mnt/f/monet2photo/test/style1/2014-08-06 15_33_46.jpg,equal_scale_100/style0_00010_to_style1.jpg,0.4590376019477844,0.7991610765457153,5.131992816925049,13.017166137695312,0.6965391635894775,0.6264836192131042,0.2602642774581909
style0,style1,/mnt/f/monet2photo/test/style0/00010.jpg,/mnt/f/monet2photo/test/style1/2014-08-07 22_18_53.jpg,equal_scale_100/style0_00010_to_style1.jpg,0.4590376019477844,0.7673547267913818,5.131992816925049,13.344819068908691,0.6965391635894775,0.5510483384132385,0.2602642774581909
style0,style1,/mnt/f/monet2photo/test/style0/00010.jpg,/mnt/f/monet2photo/test/style1/2014-08-08 13_12_18.jpg,equal_scale_100/style0_00010_to_style1.jpg,0.4590376019477844,0.755554735660553,5.131992816925049,13.203168869018555,0.6965391635894775,0.5267193913459778,0.2602642774581909
style0,style1,/mnt/f/monet2photo/test/style0/00010.jpg,/mnt/f/monet2photo/test/style1/2014-08-08 17_06_41.jpg,equal_scale_100/style0_00010_to_style1.jpg,0.4590376019477844,0.7415777444839478,5.131992816925049,7.802320957183838,0.6965391635894775,0.6381343007087708,0.2602642774581909
style0,style1,/mnt/f/monet2photo/test/style0/00010.jpg,/mnt/f/monet2photo/test/style1/2014-08-09 00_16_45.jpg,equal_scale_100/style0_00010_to_style1.jpg,0.4590376019477844,0.7684727907180786,5.131992816925049,6.889257431030273,0.6965391635894775,0.5996518135070801,0.2602642774581909
style0,style1,/mnt/f/monet2photo/test/style0/00010.jpg,/mnt/f/monet2photo/test/style1/2014-08-12 16_56_23.jpg,equal_scale_100/style0_00010_to_style1.jpg,0.4590376019477844,0.7475864291191101,5.131992816925049,10.576059818267822,0.6965391635894775,0.6266187429428101,0.2602642774581909
style0,style1,/mnt/f/monet2photo/test/style0/00010.jpg,/mnt/f/monet2photo/test/style1/2014-08-13 09_33_33.jpg,equal_scale_100/style0_00010_to_style1.jpg,0.4590376019477844,0.7200548648834229,5.131992816925049,10.023797035217285,0.6965391635894775,0.606523334980011,0.2602642774581909
style0,style1,/mnt/f/monet2photo/test/style0/00010.jpg,/mnt/f/monet2photo/test/style1/2014-08-13 13_38_43.jpg,equal_scale_100/style0_00010_to_style1.jpg,0.4590376019477844,0.7727810740470886,5.131992816925049,8.419582843780518,0.6965391635894775,0.5081300139427185,0.2602642774581909
style0,style1,/mnt/f/monet2photo/test/style0/00010.jpg,/mnt/f/monet2photo/test/style1/2014-08-13 13_56_45.jpg,equal_scale_100/style0_00010_to_style1.jpg,0.4590376019477844,0.7448514699935913,5.131992816925049,10.643739223480225,0.6965391635894775,0.6765265464782715,0.2602642774581909
style0,style1,/mnt/f/monet2photo/test/style0/00010.jpg,/mnt/f/monet2photo/test/style1/2014-08-13 17_01_58.jpg,equal_scale_100/style0_00010_to_style1.jpg,0.4590376019477844,0.7922646999359131,5.131992816925049,7.655099630355835,0.6965391635894775,0.6505890488624573,0.2602642774581909
style0,style1,/mnt/f/monet2photo/test/style0/00010.jpg,/mnt/f/monet2photo/test/style1/2014-08-13 21_38_57.jpg,equal_scale_100/style0_00010_to_style1.jpg,0.4590376019477844,0.695984423160553,5.131992816925049,8.651198625564575,0.6965391635894775,0.7389321327209473,0.2602642774581909
